Tweet,Sentiment,Type,HS_Target,HS_Topic
seandainya hari ini kita membiarkan penyakit berkudis ini be apak maka sedikit demi sedikit ia akan menjadi barah yang tidak mampu diobati kata punya amin dan dan utusan malaysia utusan online uniform resource locator,Positive,Neutral,Other,Other
 halo kebetulan skripsiku dulu tentang transgender juga coba saja kamu cari tentang website suara kita untuk lgbt jaka a kalau km ke yogyakarta km bisa coba ke lembaga swadaya masyarakat kebaya good luck ,Positive,Neutral,Other,Other
 sudah kamu tanya aku jawab lah haha sudah itu kamu ingat aku bisu tau orang bisu roman macam mana tapi aku rasa banyak guna tangan lah nak apa tunjuk je macam beli kuih raya xf0 x9f x98 x82 xf0 x9f xa4 x94 ,Positive,Neutral,Other,Other
even dia ustaz berserban berjubah putih tapi kalau drive macam celaka dia tetap tergolong dalam golongan babi ya anak anak ,Negative,Hate Speech & Abusive,Individual,Religion
 serba mendadak mendapat peci mendadak dekat ulama mendadak singgah pesantren mendadak mirip sahabat nabi kitab suci fiksi mendadak bela islam bawa perasaan salah tempat 411 212 kemana saja ,Positive,Neutral,Other,Other
media oposisi sebaiknya jokowi mundur itu lebih negarawan uniform resource locator,Negative,Hate Speech,Individual,Other
siapppp sebenarnya tidak menunggu 2019 lebih cepat lebih baik jokowi kita lengserkan sebelum negeri ini kacau balau,Negative,Hate Speech,Individual,Other
 contohnya kalau kita lihat bayi yang baru lahir ada yang cacat ada yang dilahirkan dalam keadaan x sempurna macam bayi lain adakah itu tanda allah zalim pada hambanya tidak allah tahu apa yang kita x tau sabarlah dengan ujian allah ,Positive,Neutral,Other,Other
 gue nih aslinya geblek kalau suruh kasih saran sama kritik asli sudah xf0 x9f x98 xad dan north sumatera offshore far bagus cukup bikin penasaran tapi gue merasa kayak cepat banget begitu mungkin kamu harus sedikit menambah narasi kali ya ,Negative,Abusive,Other,Other
 aduh kok kesannya insensitive begitu ya sis xf0 x9f xa4 xa6 xf0 x9f x8f xbb xe2 x80 x8d xe2 x99 x80 xef xb8 x8f gede rasa gede rasa bom tempo hari asosiasi cadar makin negatif eh sekarang ketambahan ini xf0 x9f xa4 xa6 xf0 x9f x8f xbb xe2 x80 x8d xe2 x99 x80 ,Positive,Neutral,Other,Other
 ini pasti pekerjaan bani tlembuk yang stres akibat jagonya nyungsep di jabar jawa tengah dan jawa timur ,Negative,Hate Speech & Abusive,Group,Other
sinergitas dalam menanggulangi terorisme badan nasional penanggulangan terorisme datangi kepolisian daerah bali dalam rangka menyukseskan pilihan kepala daerah serentak 2018 dan tahapan pemilihan umum 2019 di wilayah provinsi bali badan nasional penanggulangan terorisme badan nasional penanggulangan terorisme datangi ,Positive,Neutral,Other,Other
 men mensiv kalian uhuwww tidak kerasa mw brojol iya semoga langgeng jangan tengkar tengkar kayak bom bom car semoga menjadi panutan aku yang baik sudah gubya mwaaaa xe2 x9d xa4 ,Positive,Neutral,Other,Other
di wayang golek semar dan keluarga mereka selalu di hina oleh dorna dan orang yang tidak suka terhadap mereka tapi semar dan keluarga selalu memaafkan perbuatan mereka sebelum mereka meminta maaf langsung ,Positive,Neutral,Other,Other
 matanajwadebatjaka a sih cina babi ahok belum banget sok pintar banget lagi asal bukan ahok,Negative,Hate Speech & Abusive,Individual,Race
 susu kontol manis susu kental manis xf0 x9f x98 x83 ,Positive,Neutral,Other,Other
 cebong norak memang ,Negative,Hate Speech & Abusive,Group,Other
 memahami hadis jangan sepotong sepotong nanti mulutnya bau pesing xf0 x9f x98 x82 pelajari awal mula kenapa itu ada hadis air kencing onta xf0 x9f x98 x81 ,Negative,Hate Speech & Abusive,Individual,Religion
ups sudah 2 x ngentot tetapi kontol aku ini kakak masih ngaceng lagi iya ,Negative,Abusive,Other,Other
habis kerja pukul 11 sampai sekarang tk balik rumah nasib bujang kalau sudah kawin mampus bini aku sangsi kata aku tidak rumah bini no 2 haha ,Negative,Abusive,Other,Other
 aku benci dengan rasa cemburu dia seringkali secara bajingan mengoyak mengoyak isi hati yang tadinya sedang baik baik si xe2 x80 xa6 ,Negative,Abusive,Other,Other
 biar edan lil xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,Negative,Abusive,Other,Other
 malam belum sama saja kamu juga salah wkwk ,Negative,Hate Speech & Abusive,Individual,Other
kecewa tapi bisu ,Positive,Neutral,Other,Other
pas ditegur lebih dahulu baru deh tau itupun matanya harus pakai di sipit sipit dulu buat menerka menerka siapa ya ini yang menegur xf0 x9f x98 x82 wkwk ,Positive,Neutral,Other,Other
 tai kucing siapa yang sirik xf0 x9f x98 xa0 xf0 x9f x98 xa1 dan memang mau mengganggu kalian dan diam kamu cuk ,Negative,Hate Speech & Abusive,Individual,Other
 rajin salat amp berhijab itu hukumnya wajib kita tak tau kenapa dia jadi lesbi mungkin dia punya alasan tersendiri yang bikin dia kayak begitu dan orang lain tidak bisa paham perasaan tetap perasaan jadi yang bisa memandang dia cuma allah bukan,Positive,Neutral,Other,Other
solo susilo bambang yudhoyono 10 jam kampungan bin udik soalnya lebih parah dari 25 tahun yang lain lain ,Negative,Abusive,Other,Other
 hancurkan partai demokrasi indonesia perjuangan bese a antek 2nya kumpulan kafirun munafik ,Negative,Hate Speech & Abusive,Group,Religion
mana para babi ahok yang mengejek onta biar di injak injak sama onta,Negative,Hate Speech & Abusive,Group,Other
presiden joko widodo resmi mencabut 14 proyek dari daftar proyek strategis nasional play station network ini alasannya ,Positive,Neutral,Other,Other
 ini orang mengatasnamakan muslim tetapi picik nya kok surat pemberitahuan tahunan yahudi ,Negative,Hate Speech & Abusive,Individual,Religion
 anda lebih tolol ,Negative,Hate Speech & Abusive,Individual,Other
 ngewe di pantai kayaknya enak bro xf0 x9f x98 x82 gay video gay lokal ngentot xe2 x80 xa6 ,Negative,Abusive,Other,Other
menjelang pilihan kepala daerah anggota kepolisian sektor tegalrejo polisi resor magelang sambang dds pada tokoh agama se a ,Positive,Neutral,Other,Other
anjir ini mati listrik sepulau namanya euy ,Negative,Abusive,Other,Other
budaya sunda bikin mahasiswa asing jatuh cinta,Positive,Neutral,Other,Other
 pada akhirnya sih orang pintar yang jadi gila ini mati matinya kapan dia mati bersamaan dengan langkah akhir yang ketua xe2 x80 xa6 ,Positive,Neutral,Other,Other
 rakyat lebih paham hoaks nya golongan kampret rakyat paham kerja pemerintah dasar sampah kamu ,Negative,Hate Speech & Abusive,Individual,Other
 berisik ini jablay nya hebat ,Negative,Abusive,Other,Other
 mending kamu memberitakan menteri joko atau jokowi nya yang mundur karena gagal hadirkan pemerintah yang berkualitas minimal ber intelligence quotient,Negative,Hate Speech,Individual,Other
 memangnya sebelum tahun 1988 wilayah palestina itu kosong apa palestina itu sebelumnya adalah salah satu propinsi kekhalifahan turki usmani turki hancur karena persekongkolan yahudi yang mendukung pemberontakan kemal attaturk secara di,Positive,Neutral,Other,Other
 untuk gubernur daerah khusus ibukota yang terhormat saya kasih saran tolong buat tpa sampah jangan perbanyak apa emen rumah apalagi mal,Positive,Neutral,Other,Other
berengsek boyfriend sekali aku tidak kuat ,Negative,Hate Speech & Abusive,Individual,Other
 awalnya pasti pikir tidak kok tidak cuma sekadar bacaan saja kan dan tapi sadar enggak sadar sih kita disadarkan buat menerima lgbt dari bacaan fan fiction itu setelah itu kita mudah mengimajinasikan bias dengan other bias bxb yahhhh begitu deh pokoknya,Positive,Neutral,Other,Other
 cuma di rezim ini semua halal gara gara duit rasa malu pejabat pada putus kayak nya kadang sudah terciduk blunder malah menabrak hukum yang dibuat sendiri parah nih rezim ,Negative,Hate Speech,Group,Other
 kenapa tidak pakai rempel taplak meja prasmanan saja biar jadi seksi konsumsi ,Positive,Neutral,Other,Other
 memang kapan tuhan pernah ikut pilihan gubernur sama lari ke arab ya cong nelo sudah bencong otak idiot pula hina banget hidup kamu ya cong ,Negative,Hate Speech & Abusive,Individual,Physical
dewan perwakilan rakyat daerahnya akan sibuk terima suap lagi dari para kandidat dan partai politik pendukung bukankah dulu kita pilihan kepala daerah langsung untuk menghapus ini ,Positive,Neutral,Other,Other
 tidak apa apa lah gue juga lagi masa masanya noob ini jadi tidak apa apa tidak ,Positive,Neutral,Other,Other
 padahal shua cuma saudara jauhnya kunti lah oppa xf0 x9f x98 x94 ,Positive,Neutral,Other,Other
 bocah sampai jaman now colok memek sampai becek dan dan bahan coli memek colok memek colok memek jembut memek becek uniform resource locator,Negative,Abusive,Other,Other
edan yang retweet 800 di ,Negative,Abusive,Other,Other
ganyang partai komunis indonesia perang terbuka generasi partai komunis indonesia dengan umat islam ,Negative,Hate Speech,Group,Race
kader ada yang fitnah jokowi sebagai antek komunis contoh jadi tau siapa yang mainkan isu partai komunis indonesia,Negative,Hate Speech,Individual,Other
 apaan sih bego namanya juga internet aduh goblok ,Negative,Hate Speech & Abusive,Individual,Other
 jangan kasih kendor kalau bisa bubarkan sekalian itu organisasi masyarakat eh itu pemimpinya benaran umrah apa jadi tenaga kerja indonesia sih ,Negative,Hate Speech,Group,Religion
cinta itu kuncinya di hati jika kamu benar benar mencintai hormati dan sayangi banyak atau sedikit cacat yang di miliki pasangan sebisa mungkin di menutupi nbe engkar itu biasa tetapi jangan dijadikan api dalam sekam selalu bersyukur atas apa yang di terima xf0 x9,Positive,Neutral,Other,Other
 iya gue tau sudah tau picek pun masih swafoto xf0 x9f x98 xad xf0 x9f x98 xad ,Negative,Hate Speech & Abusive,Individual,Physical
 kamu kata titit tititnya lagi tamasya tai ah xf0 x9f x98 x82 ,Negative,Abusive,Other,Other
 mantap kemajuan yang luar binasa salam cebong mania ,Negative,Abusive,Other,Other
pets khususnya kucing dan anjing ini memang longstream niche dari dulu sampai kapanpun salah satu pendapatan affiliate amazon terbesar adalah dari niche kucing dan anjing jualan pakan dan aksesori ,Positive,Neutral,Other,Other
 eh ngentot enggak usah marah ,Negative,Hate Speech & Abusive,Individual,Gender
 ruhut prabowo kebelet mau mencalonkan presiden jadi asal komentar uniform resource locator,Negative,Hate Speech,Individual,Other
kereta bandara itu tai banget tidak sih ganggu jadwal kereta listrik ,Negative,Hate Speech & Abusive,Group,Other
 koruptor selalu di lindungi komisi pemberantasan korupsi selalu mau di bubarkan mau di bawa kemana negara ini pemerintah nya banyak koruptor,Negative,Hate Speech,Group,Other
berita baru gubernur banten eksplorasi panas bumi batu kuwung jalan terus telah diterbitkan di panas bumi news ,Positive,Neutral,Other,Other
baiklah anak putri langit yang bisu karena langit biru milik robot penyair ,Positive,Neutral,Other,Other
 dulu jaman aku kuliah ada menu dari ampas tahu tidak enak di magelang dimasak apa mas ,Positive,Neutral,Other,Other
 cebong dongok otak jongkok ,Negative,Hate Speech & Abusive,Individual,Other
dari zaman dahulu orang orang munafik selalu bekerja sama dengan orang orang kafir untuk meruntuhkan islam sekarang pun demikian ,Positive,Neutral,Other,Other
penggusuran paksa adalah pelanggaran berat ham terutama dari hak ekonomi sosial budaya dimana di situ ada hak atas hunian layak lalu apa hubungannya dengan kasus pak novel baswedan hak asasi manusia hunian layak,Positive,Neutral,Other,Other
 kalau di transformer biasanya mobil berubah jadi robot kalau ujian nasional berbasis komputer biasanya orang pintar berubah jadi haji bolot ,Positive,Neutral,Other,Other
 saya kiraan ada orang yang bisa spi ke bulan naik onta setahu saya united state of america amp yahudi kebanyakan pakai otak bukan pakai onta xf0 x9f x98 x82 ,Negative,Hate Speech & Abusive,Individual,Other
 anjing kamu komen apa kamu mention cebong budug takut kamu anjing xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,Negative,Hate Speech & Abusive,Individual,Other
 harus diwaspadai atas nama ham tetapi berujung k,Positive,Neutral,Other,Other
 bangsat kebaca bangsat ,Negative,Abusive,Other,Other
oh paham xf0 x9f x98 x82 itu cewek bercadar ingat cerita ini kali ya saya kasih tau ini cerita cuma memberi minum anjing bukan memelihara anjing kamu paham tidak dasar banci xf0 x9f x98 x82 aslinya cowok menyamar jadi cewek bercadar uniform resource locator,Negative,Hate Speech & Abusive,Individual,Gender
 status kafir kan relatif tergantung ditinjau dari sudut yang mana santai saja ,Positive,Neutral,Other,Other
desa atau udik menurut definisi universal adalah sebuah aglomerasi permukiman di area perdesaan rural di indonesia ,Positive,Neutral,Other,Other
 takut salah fokus kayak yang terjadi sekarang kata iya 10 ribu lapangan kerja ternyata buat asing xf0 x9f x98 xa9 xf0 x9f x98 xa9 xf0 x9f x98 xa9 ,Positive,Neutral,Other,Other
 wah kiraan mau diajari sama kamu kayaknya kamu juga tak tau budaya palembang ya sudah aku cari dulu ,Positive,Neutral,Other,Other
giliran butuh sok membaik baikin giliran tidak butuh diam diam menjelekkan setan ,Negative,Hate Speech & Abusive,Individual,Other
 gue tidak mau kasih info sama awardee beasiswa asing tar dibocorkan di australia ,Positive,Neutral,Other,Other
undur undur fc adalah culun mengakui nya tim hebat tapi lawan persib saja meminta di undur haha fuck joko driyono ,Negative,Hate Speech & Abusive,Group,Other
 semarang kaline butek sing disayang matanya picek ,Negative,Hate Speech & Abusive,Individual,Physical
ada foto asma dewi dan anies sandi ruhut sudah terang benderang uniform resource locator ibu ini yang teriak teriak bunuh ahok,Negative,Hate Speech,Individual,Other
 harus masuk dulu nikmati penjara anak alay modar sudah kamu ,Negative,Hate Speech & Abusive,Individual,Other
 wadaauuuwwww oi kalem oi sabar sabar menunggu setahun lagi gara gara sih sipit keparat yang kebal hukum emosi rakyat jadi tak terkendali jejangan ini bagian dari strategi mereka ,Negative,Hate Speech & Abusive,Individual,Race
 xe2 x80 x9cdaripada suapan terakhir makanan selezat apapun atau diejek gendut aku lebih tidak bisa memaafkanmu kalau kamu menghina sahabatku xe2 x80 x9d choji akimichi ,Positive,Neutral,Other,Other
presiden threshold 20 adalah penzaliman demokrasi pembatasan calon bukan pada threshold 20 tapi pembatasan pada layak setidaknya seorang mencalonkan diri ada pada integritas calon kemampuan ketatanegaraan bukan antek asing dan asing dan seterusnya x,Positive,Neutral,Other,Other
 banyak penipu tai gue menyumpahi tidak bakal berkah hidup kamu anjing ,Negative,Hate Speech & Abusive,Group,Other
 sudah lah babi perangai pun babi xf0 x9f x98 x82 xf0 x9f x98 x82 uniform resource locator,Negative,Hate Speech & Abusive,Individual,Other
 anak baik sama culun beda tipis dan ,Positive,Neutral,Other,Other
kangen semasa bajingan ,Negative,Abusive,Other,Other
dia akan berusaha menghindari perbuatan tercela sepe i korupsi kolusi nepotisme kejahatan dan perbuatan negatif lainnya dan tidak sepe i rezim pengusaha sekarang ini dan hehe ,Negative,Hate Speech,Group,Other
alquran petunjuk untuk orang orang muttaqien bukan untuk memaki maki orang orang yang jelas ingkar kafir dan musyrik ,Positive,Neutral,Other,Other
segera usir cina cina dari indonesia saatnya indonesia berkuasa dan bebas dari penjajahan,Negative,Hate Speech,Group,Race
 intinya dia bacot ,Negative,Hate Speech & Abusive,Individual,Other
 aku sebenarnya antek antek nya juga wkwk tetapi malu mau ngehype wkwk ,Positive,Neutral,Other,Other
 onta gue pakai nos mbak 1 jam sampai kok tenang saja ,Positive,Neutral,Other,Other
jokowi pamer dungu di ranah publik itu kuar biasa uniform resource locator,Negative,Hate Speech & Abusive,Individual,Other
 berhenti iya ngewe dunia tidak selucu itu ,Positive,Neutral,Other,Other
 kemarin gubernur pilihan umat impor bawang dari cina kok tidak ada yang teriaki antek asing ,Positive,Neutral,Other,Other
